name,ticker
나무기술,242040.KS
자이글,234920.KS
일동제약,249420.KS
헝셩그룹,900270.KS
샘표식품,248170.KS
에코마케팅,230360.KS
블루탑,191600.KS
두올,016740.KS
다산디엠씨,208860.KS
우리손에프앤지,073560.KS
오건에코텍,212310.KS
알엔티엑스,123010.KS
제노텍,066830.KS
동서,026960.KS
한국자산신탁,123890.KS
한국토지신탁,034830.KS
모아라이프플러스,142760.KS
피앤씨테크,237750.KS
로스웰,900260.KS
씨앤에스링크,245450.KS
해성디에스,195870.KS
에스티팜,237690.KS
지씨셀,144510.KS
알엔투테크놀로지,148250.KS
이비테크,208850.KS
이스트에이드,239340.KS
휴온스,243070.KS
나눔테크,244880.KS
KC산업,112190.KS
모나용평,070960.KS
해태제과식품,101530.KS
원익IPS,240810.KS
로보쓰리에이아이,238500.KS
레이언스,228850.KS
동양파일,228340.KS
삼일씨엔에스,004440.KS
팬젠,222110.KS
AP위성,211270.KS
비유테크놀러지,230980.KS
큐리언트,115180.KS
안트로젠,065660.KS
슈프리마,236200.KS
제이에스코퍼레이션,194370.KS
유니트론텍,142210.KS
크리스탈신소재,900250.KS
메디젠휴먼케어,236340.KS
볼빅,206950.KS
이엠티,232530.KS
더코디,224060.KS
에스와이,109610.KS
질경이,233990.KS
잇츠한불,226320.KS
크로넥스,215570.KS
사토시홀딩스,223310.KS
와이씨,232140.KS
육일씨엔에쓰,191410.KS
휴젤,145020.KS
한국맥널티,222980.KS
덱스터,206560.KS
아진산업,013310.KS
HLB제약,047920.KS
강스템바이오텍,217730.KS
에이원알폼,234070.KS
메가엠디,133750.KS
HC보광산업,225530.KS
파크시스템스,140860.KS
에치에프알,230240.KS
예스티,122640.KS
코스맥스엔비티,222040.KS
멕아이씨에스,058110.KS
원익피앤이,217820.KS
세진중공업,075580.KS
하이즈항공,221840.KS
DXVX,180400.KS
케이디켐,221980.KS
네오오토,212560.KS
엔투텍,227950.KS
케어젠,214370.KS
아이진,185490.KS
나무가,190510.KS
시지메드텍,056090.KS
금호에이치티,214330.KS
제주항공,089590.KS
본느,226340.KS
파마리서치바이오,217950.KS
럭스피아,092590.KS
노브메타파마,229500.KS
엔케이맥스,182400.KS
현대코퍼레이션홀딩스,227840.KS
엑시콘,092870.KS
엄지하우스,224810.KS
메디쎄이,200580.KS
케이엠제약,225430.KS
패션플랫폼,225590.KS
LIG넥스원,079550.KS
넥슨게임즈,225570.KS
제너셈,217190.KS
타이거일렉,219130.KS
HDC랩스,039570.KS
동일제강,002690.KS
휴먼테크놀로지,175140.KS
씨아이에스,222080.KS
에이텍모빌리티,224110.KS
웹스,196700.KS
AJ네트웍스,095570.KS
파인텍,131760.KS
세토피아,222810.KS
심텍,222800.KS
흥국에프엔비,189980.KS
쎄노텍,222420.KS
칩스앤미디어,094360.KS
아시아경제,127710.KS
엔에스컴퍼니,224760.KS
아이쓰리시스템,214430.KS
로지시스,067730.KS
플럼라인생명과학,222670.KS
켐트로스,220260.KS
파마리서치,214450.KS
디와이디,219550.KS
펩트론,087010.KS
이노션,214320.KS
토니모리,214420.KS
광동헬스바이오,086220.KS
로지스몬,223220.KS
미래에셋생명,085620.KS
RFHIC,218410.KS
동운아나텍,094170.KS
일월지엠엘,178780.KS
헥토이노베이션,214180.KS
경보제약,214390.KS
인바이츠바이오코아,216400.KS
코아스템켐온,166480.KS
SK디앤디,210980.KS
씨앗,103660.KS
베셀,177350.KS
넵튠,217270.KS
미래생명자원,218150.KS
싸이맥스,160980.KS
러셀,217500.KS
픽셀플러스,087600.KS
선샤인푸드,217620.KS
HLB제넥스,187420.KS
틸론,217880.KS
우정바이오,215380.KS
지에이이노더스,076340.KS
토박스코리아,215480.KS
이노인스트루먼트,215790.KS
우리산업,215360.KS
메가스터디교육,215200.KS
썬테크,217320.KS
솔디펜스,215090.KS
로보로보,215100.KS
디알텍,214680.KS
에이비프로바이오,195990.KS
골프존,215000.KS
클래시스,214150.KS
FSN,214270.KS
다이나믹디자인,145210.KS
포시에스,189690.KS
덕산네오룩스,213420.KS
한솔제지,213500.KS
디와이파워,210540.KS
국일신동,060480.KS
링크드,193250.KS
바디텍메드,206640.KS
스튜디오산타클로스,204630.KS
썸에이지,208640.KS
에이팩트,200470.KS
휴메딕스,200670.KS
서전기전,189860.KS
아스트,067390.KS
오킨스전자,080580.KS
지란지교시큐리티,208350.KS
포톤,208710.KS
NEW,160550.KS
아이티센글로벌,124500.KS
미래엔에듀파트너,208890.KS
삼성물산,028260.KS
녹십자엠에스,142280.KS
디티앤씨,187220.KS
셀바스헬스케어,208370.KS
정다운,208140.KS
하이로닉,149980.KS
랩지노믹스,084650.KS
에이디테크놀로지,200710.KS
비씨월드제약,200780.KS
미스터블루,207760.KS
알테오젠,196170.KS
베노티앤알,206400.KS
대창스틸,140520.KS
에프엔씨엔터,173940.KS
휴마시스,205470.KS
씨에스윈드,112610.KS
텔콘RF제약,200230.KS
지엘팜텍,204840.KS
글로벌텍스프리,204620.KS
디에이테크놀로지,196490.KS
삼성에스디에스,018260.KS
아이케이세미콘,149010.KS
넥써쓰,205500.KS
엑셈,205100.KS
테고사이언스,191420.KS
슈피겐코리아,192440.KS
영우디에스피,143540.KS
유니포인트,121060.KS
드림시큐리티,203650.KS
메디아나,041920.KS
HL만도,204320.KS
데브시스터즈,194480.KS
아크솔루션스,203690.KS
오늘이엔엠,192410.KS
강동씨앤엘,198440.KS
판도라티비,202960.KS
서연이화,200880.KS
신화콘텍,187270.KS
쿠쿠홀딩스,192400.KS
파버나인,177830.KS
덕신이피씨,090410.KS
창해에탄올,004650.KS
윈하이텍,192390.KS
아진엑스텍,059120.KS
콜마비앤에이치,200130.KS
화인베스틸,133820.KS
엣지파운드리,105550.KS
큐엠씨,136660.KS
데이터스트림즈,199150.KS
코아시아씨엠,196450.KS
캐스텍코리아,071850.KS
BGF,027410.KS
나노,187790.KS
케이사인,192250.KS
코스맥스,192820.KS
오이솔루션,138080.KS
한국정보인증,053300.KS
다산솔루에타,154040.KS
현대이지웰,090850.KS
위월드,140660.KS
코셋,189350.KS
SGA솔루션즈,184230.KS
대동고려삼,178600.KS
기가레인,049080.KS
알티캐스트,085810.KS
종근당,185750.KS
현대공업,170030.KS
엔브이에이치코리아,067570.KS
탑코미디어,134580.KS
신송홀딩스,006880.KS
큐브엔터,182360.KS
라이온켐텍,171120.KS
램테크놀러지,171010.KS
앤로보틱스,138360.KS
아세아시멘트,183190.KS
해성옵틱스,076610.KS
내츄럴엔도텍,168330.KS
현대로템,064350.KS
수프로,185190.KS
두산테스나,131970.KS
파수,150900.KS
엘티씨,170920.KS
지엔씨에너지,119850.KS
한진칼,180640.KS
아미코젠,092040.KS
NHN,181710.KS
GH신소재,130500.KS
파이오링크,170790.KS
KG에코솔루션,151860.KS
JB금융지주,175330.KS
KT나스미디어,089600.KS
대주이엔티,114920.KS
머니무브,179720.KS
태양기계,116100.KS
엑세스바이오,950130.KS
DSR,155660.KS
리가켐바이오,141080.KS
동아에스티,170900.KS
윈팩,097800.KS
코렌텍,104540.KS
제로투세븐,159580.KS
한솔아이원스,114810.KS
우리이앤엘,153490.KS
아이센스,099190.KS
에코글로우,159910.KS
우리로,046970.KS
디젠스,113810.KS
지엠비코리아,013870.KS
와이엠씨,155650.KS
LG헬로비전,037560.KS
아바텍,149950.KS
동일고무벨트,163560.KS
한국콜마,161890.KS
한국타이어앤테크놀로지,161390.KS
코이즈,121850.KS
애경케미칼,161000.KS
네이블,153460.KS
노블엠앤비,106520.KS
피엔티,137400.KS
사조씨푸드,014710.KS
비아트론,141000.KS
빛샘전자,072950.KS
한국ANKOR유전,152550.KS
휴비스,079980.KS
사람인,143240.KS
제룡산업,147830.KS
남화토건,091590.KS
케이탑리츠,145270.KS
메지온,140410.KS
원익머트리얼즈,104830.KS
제이에스링크,127120.KS
GS리테일,007070.KS
나이스디앤비,130580.KS
시큐브,131090.KS
서암기계공업,100660.KS
인터지스,129260.KS
씨유메디칼,115480.KS
삼양사,145990.KS
키네마스터,139670.KS
비덴트,121800.KS
신진에스엠,138070.KS
이엠넷,123570.KS
와이지엔터테인먼트,122870.KS
테크윙,089030.KS
씨큐브,101240.KS
에스엠코어,007820.KS
씨엔플러스,115530.KS
하나투어,039130.KS
로보스타,090360.KS
대한과학,131220.KS
아이디스,143160.KS
에이블씨엔씨,078520.KS
제이씨케미칼,137950.KS
아이씨디,040910.KS
제닉,123330.KS
BF랩스,139050.KS
삼원강재,023000.KS
상아프론테크,089980.KS
신세계인터내셔날,031430.KS
에이리츠,140910.KS
나이벡,138610.KS
옵티시스,109080.KS
대양전기공업,108380.KS
한국항공우주,047810.KS
롯데하이마트,071840.KS
서연탑메탈,019770.KS
한세엠케이,069640.KS
코오롱ENP,138490.KS
넥스트아이,137940.KS
티엔엔터테인먼트,131100.KS
이마트,139480.KS
iM금융지주,139130.KS
케이티스카이라이프,053210.KS
KX,122450.KS
골프존홀딩스,121440.KS
메리츠금융지주,138040.KS
윈스테크넷,136540.KS
하림,136480.KS
한국종합기술,023350.KS
이퓨쳐,134060.KS
티케이케미칼,104480.KS
BNK금융지주,138930.KS
롯데에너지머티리얼즈,020150.KS
부스타,008470.KS
현대위아,011210.KS
선진,136490.KS
미원화학,134380.KS
나노신소재,121600.KS
케이아이엔엑스,093320.KS
티피씨글로벌,130740.KS
LB세미콘,061970.KS
딜리,131180.KS
제이엔케이글로벌,126880.KS
블루콤,033560.KS
인트론바이오,048530.KS
시디즈,134790.KS
알서포트,131370.KS
인텍플러스,064290.KS
티에스이,131290.KS
한화엔진,082740.KS
이브이첨단소재,131400.KS
대성에너지,117580.KS
현대퓨처넷,126560.KS
대정화금,120240.KS
KTis,058860.KS
한전산업,130660.KS
피제이메탈,128660.KS
옵투스제약,131030.KS
에이루트,096690.KS
엘브이엠씨,900140.KS
티비씨,033830.KS
시그네틱스,033170.KS
한국전자인증,041460.KS
BGF에코머티리얼즈,126600.KS
디케이락,105740.KS
위메이드플레이,123420.KS
아나패스,123860.KS
KNN,058400.KS
누리플랜,069140.KS
아이텍,119830.KS
인화정공,101930.KS
셀피글로벌,068940.KS
뉴온,123840.KS
미스토홀딩스,081660.KS
알파칩스,117670.KS
포메탈,119500.KS
KTcs,058850.KS
다원시스,068240.KS
현대홈쇼핑,057050.KS
씨젠,096530.KS
와이솔,122990.KS
하이비젼시스템,126700.KS
화신정공,126640.KS
코리아에프티,123410.KS
도화엔지니어링,002150.KS
엠에스오토텍,123040.KS
이글루,067920.KS
대성산업,128820.KS
아이마켓코리아,122900.KS
한미약품,128940.KS
인터로조,119610.KS
하이텍팜,106190.KS
우진,105840.KS
무학,033920.KS
에스디시스템,121890.KS
알톤,123750.KS
유비벨록스,089850.KS
오르비텍,046120.KS
이연제약,102460.KS
엑스큐어,070300.KS
투비소프트,079970.KS
한국화장품,123690.KS
에스제이엠,123700.KS
인피니트헬스케어,071200.KS
서진오토모티브,122690.KS
인지소프트,100030.KS
HL홀딩스,060980.KS
삼성생명,032830.KS
신세계푸드,031440.KS
이스트아시아홀딩스,900110.KS
애머릿지,900100.KS
케이씨에스,115500.KS
씨엑스아이,900120.KS
HLB테라퓨틱스,115450.KS
삼기,122350.KS
한화생명,088350.KS
이미지스,115610.KS
조선선재,120030.KS
인포바인,115310.KS
케이이엠텍,106080.KS
모베이스,101330.KS
코오롱인더,120110.KS
KC코트렐,119650.KS
지역난방공사,071320.KS
스타플렉스,115570.KS
우리넷,115440.KS
아세아텍,050860.KS
영흥,012160.KS
폴라리스우노,114630.KS
코디,080530.KS
메타케어,118000.KS
글로벌에스엠,900070.KS
DGI,099520.KS
그린생명과학,114450.KS
디와이피엔에프,104460.KS
위메이드,112040.KS
한전기술,052690.KS
셀바스AI,108860.KS
이원컴포텍,088290.KS
강원에너지,114190.KS
GKL,114090.KS
휴맥스,115160.KS
앱토크롬,109960.KS
SK,034730.KS
동방선기,099410.KS
KS인더스트리,101000.KS
진매트릭스,109820.KS
황금에스티,032560.KS
비츠로셀,082920.KS
하이트진로,000080.KS
한스바이오메드,042520.KS
동양생명,082640.KS
NHN벅스,104200.KS
아이앤씨,052860.KS
유니온머티리얼,047400.KS
케이엔더블유,105330.KS
형지엘리트,093240.KS
디에스케이,109740.KS
제넥신,095700.KS
톱텍,108230.KS
동국S&C,100130.KS
에스앤더블류,103230.KS
키움증권,039490.KS
영원무역,111770.KS
컴투스홀딩스,063080.KS
동일금속,109860.KS
한미글로벌,053690.KS
동아지질,028100.KS
어보브반도체,102120.KS
위메이드맥스,101730.KS
이엔에프테크놀로지,102710.KS
스맥,099440.KS
SDN,099220.KS
한국정밀기계,101680.KS
HD현대마린엔진,071970.KS
흥국,010240.KS
우림피티에스,101170.KS
티플랙스,081150.KS
LX하우시스,108670.KS
에스티오,098660.KS
에이테크솔루션,071670.KS
에스앤에스텍,101490.KS
뷰웍스,100120.KS
코오롱생명과학,102940.KS
엔시트론,101400.KS
한세실업,105630.KS
주성코퍼레이션,109070.KS
파인테크닉스,106240.KS
미원홀딩스,107590.KS
이수앱지스,086890.KS
대성파인텍,104040.KS
유비쿼스홀딩스,078070.KS
메디톡스,086900.KS
엠게임,058630.KS
아이컴포넌트,059100.KS
NAVER,035420.KS
HLB생명과학,067630.KS
이크레더블,092130.KS
부국철강,026940.KS
KB금융,105560.KS
세운메디칼,100700.KS
한국철강,104700.KS
마이크로컨텍솔,098120.KS
이엠앤아이,083470.KS
일진전기,103590.KS
풍산,103140.KS
LG이노텍,011070.KS
아이엠,101390.KS
웰크론한텍,076080.KS
하이드로리튬,101670.KS
슈프리마에이치큐,094840.KS
명문제약,017180.KS
서울옥션,063170.KS
이스트소프트,047560.KS
비상교육,100220.KS
크레버스,096240.KS
동성케미컬,102260.KS
월덱스,101160.KS
쎄트렉아이,099320.KS
브리지텍,064480.KS
고영,098460.KS
조이시티,067000.KS
우진비앤지,018620.KS
테스,095610.KS
예스24,053280.KS
엘디티,096870.KS
LG유플러스,032640.KS
메타바이오메드,059210.KS
효성오앤비,097870.KS
인바이오젠,101140.KS
아시아나항공,020560.KS
SNT에너지,100840.KS
진양홀딩스,100250.KS
한울소재과학,091440.KS
엔케이,085310.KS
에코볼트,097780.KS
에스코넥,096630.KS
일신바이오,068330.KS
서원인텍,093920.KS
이씨에스,067010.KS
대창솔루션,096350.KS
한전KPS,051600.KS
엑시온그룹,069920.KS
알에프세미,096610.KS
디엔에프,092070.KS
일진파워,094820.KS
비엠티,086670.KS
기신정기,092440.KS
이엠코리아,095190.KS
KSS해운,044450.KS
효성 ITX,094280.KS
현우산업,092300.KS
유나이티드,033270.KS
케이알엠,093640.KS
디아이씨,092200.KS
에스에너지,095910.KS
성우전자,081580.KS
엘엠에스,073110.KS
제이엠티,094970.KS
오디텍,080520.KS
ISC,095340.KS
네오티스,085910.KS
미래나노텍,095500.KS
상보,027580.KS
CJ제일제당,097950.KS
바이오톡스텍,086040.KS
팬오션,028670.KS
옴니시스템,057540.KS
푸른기술,094940.KS
웨이브일렉트로,095270.KS
HJ중공업,097230.KS
빅솔론,093190.KS
JW홀딩스,096760.KS
S&K폴리텍,091340.KS
SK이노베이션,096770.KS
멤레이비티,072770.KS
갤럭시아머니트리,094480.KS
에코프로,086520.KS
대산F&B,065150.KS
컴투스,078340.KS
네오위즈,095660.KS
삼성카드,029780.KS
앤씨앤,092600.KS
엔텔스,069410.KS
알루코,001780.KS
풍강,093380.KS
웅진씽크빅,095720.KS
동국제약,086450.KS
케이프,064820.KS
상신이디피,091580.KS
한라IMS,092460.KS
에프알텍,073540.KS
이엠텍,091120.KS
참좋은여행,094850.KS
네오리진,094860.KS
맵스리얼티,094800.KS
LS증권,078020.KS
매커스,093520.KS
나노캠텍,091970.KS
네오팜,092730.KS
오스코텍,039200.KS
켐트로닉스,089010.KS
제이스텍,090470.KS
동아엘텍,088130.KS
메타랩스,090370.KS
후성,093370.KS
휴온스글로벌,084110.KS
케이씨티,089150.KS
파트론,091700.KS
유니테스트,086390.KS
휴림로봇,090710.KS
LF,093050.KS
에스에이티,060540.KS
큐에스아이,066310.KS
멀티캠퍼스,067280.KS
주연테크,044380.KS
코스맥스비티아이,044820.KS
코세스,089890.KS
인천도시가스,034590.KS
성창오토텍,080470.KS
넥스턴앤롤코리아,089140.KS
제이티,089790.KS
아이윈,090150.KS
이녹스,088390.KS
삼정펄프,009770.KS
KEC,092220.KS
KPX홀딩스,092230.KS
THE E&M,089230.KS
바텍,043150.KS
MDS테크,086960.KS
HDC현대EP,089470.KS
루멘스,038060.KS
CSA 코스믹,083660.KS
NICE인프라,063570.KS
쇼박스,086980.KS
팬엔터테인먼트,068050.KS
인포뱅크,039290.KS
노루페인트,090350.KS
아모레퍼시픽,090430.KS
스테이지원엔터,078860.KS
동우팜투테이블,088910.KS
롯데관광개발,032350.KS
제이브이엠,054950.KS
평화산업,090080.KS
우진플라임,049800.KS
팅크웨어,084730.KS
신세계I&C,035510.KS
진바이오텍,086060.KS
티케이지애강,022220.KS
진도,088790.KS
에이스테크,088800.KS
맥쿼리인프라,088980.KS
롯데쇼핑,023530.KS
셀트리온제약,068760.KS
GST,083450.KS
에너토크,019990.KS
제우스,079370.KS
뉴프렉스,085670.KS
유진테크,084370.KS
CG인바이츠,083790.KS
바이오니아,064550.KS
헬릭스미스,084990.KS
인콘,083640.KS
차바이오텍,085660.KS
현대글로비스,086280.KS
대봉엘에스,078140.KS
와이엔텍,067900.KS
케이엠,083550.KS
티비에이치글로벌,084870.KS
수성웹툰,084180.KS
하나금융지주,086790.KS
제일연마,001560.KS
모다이노칩,080420.KS
비에이치아이,083650.KS
케스피온,079190.KS
현대리바트,079430.KS
비보존 제약,082800.KS
자연과환경,043910.KS
와토스코리아,079000.KS
대한제강,084010.KS
폴라리스오피스,041020.KS
휴림에이텍,078590.KS
서린바이오,038070.KS
새론오토모티브,075180.KS
그린케미칼,083420.KS
가비아,079940.KS
덕산하이메탈,077360.KS
아바코,083930.KS
하나마이크론,067310.KS
엘오티베큠,083310.KS
코스나인,082660.KS
이상네트웍스,080010.KS
대상홀딩스,084690.KS
코아스,071950.KS
메디포스트,078160.KS
우리바이오,082850.KS
모두투어,080160.KS
이월드,084680.KS
동양고속,084670.KS
한미반도체,042700.KS
가온그룹,078890.KS
쏠리드,050890.KS
동일산업,004890.KS
옵트론텍,082210.KS
젬백스,082270.KS
플랜티넷,075130.KS
삼호개발,010960.KS
금호타이어,073240.KS
이노와이어리스,073490.KS
인베니아,079950.KS
동양이엔피,079960.KS
제주반도체,080220.KS
한창산업,079170.KS
디이엔티,079810.KS
iMBC,052220.KS
서산,079650.KS
KX하이텍,052900.KS
손오공,066910.KS
미래컴퍼니,049950.KS
아이크래프트,052460.KS
CJ CGV,079160.KS
일진다이아,081000.KS
메가스터디,072870.KS
케이에스피,073010.KS
KG모빌리언스,046440.KS
대주전자재료,078600.KS
텔레칩스,054450.KS
HB테크놀러지,078150.KS
도이치모터스,067990.KS
유니드,014830.KS
토비스,051360.KS
상신브레이크,041650.KS
국일제지,078130.KS
DMS,068790.KS
인팩,023810.KS
시너지이노베이션,048870.KS
신성델타테크,065350.KS
GS,078930.KS
유니퀘스트,077500.KS
다스코,058730.KS
한국경제TV,039340.KS
LG디스플레이,034220.KS
다날,064260.KS
텔코웨어,078000.KS
형지I&C,011080.KS
비케이홀딩스,050090.KS
YBM넷,057030.KS
CS,065770.KS
아미노로직스,074430.KS
테라젠이텍스,066700.KS
디에이피,066900.KS
한양디지텍,078350.KS
STX엔진,077970.KS
동국알앤에스,075970.KS
빛과전자,069540.KS
듀오백,073190.KS
삼진엘앤디,054090.KS
폴라리스AI파마,041910.KS
NICE,034310.KS
대교,019680.KS
세진티에스,067770.KS
한솔인티큐브,070590.KS
리튬포어스,073570.KS
테라사이언스,073640.KS
우주일렉트로,065680.KS
기업은행,024110.KS
이엔플러스,074610.KS
SOOP,067160.KS
드림어스컴퍼니,060570.KS
버킷스튜디오,066410.KS
원익QnC,074600.KS
로체시스템즈,071280.KS
에스텍,069510.KS
오텍,067170.KS
키이스트,054780.KS
현대에버다임,041440.KS
한솔홈데코,025750.KS
중앙백신,072020.KS
휴비츠,065510.KS
우리산업홀딩스,072470.KS
디지털대성,068930.KS
이수페타시스,007660.KS
강원랜드,035250.KS
유아이디,069330.KS
티씨케이,064760.KS
YG PLUS,037270.KS
아모텍,052710.KS
농심홀딩스,072710.KS
웰크론,065950.KS
파워로직스,047310.KS
한국금융지주,071050.KS
이엘씨,041520.KS
유엔젤,072130.KS
SBS,034120.KS
홈캐스트,064240.KS
씨씨에스,066790.KS
웹젠,069080.KS
엔씨소프트,036570.KS
하이스틸,071090.KS
대화제약,067080.KS
우수AMS,066590.KS
JW신약,067290.KS
하츠,066130.KS
빅텍,065450.KS
탑엔지니어링,065130.KS
DSR제강,069730.KS
이루온,065440.KS
태경케미컬,006890.KS
재영솔루텍,049630.KS
한국큐빅,021650.KS
인터플렉스,051370.KS
삼영이엔씨,065570.KS
하이퍼코퍼레이션,065650.KS
한성크린텍,066980.KS
리더스코스메틱,016100.KS
한농화성,011500.KS
케이피엠테크,042040.KS
디티씨,066670.KS
아이로보틱스,066430.KS
초록뱀미디어,047820.KS
인크레더블버즈,064090.KS
쎌바이오텍,049960.KS
NE능률,053290.KS
테크엘,064520.KS
현대백화점,069960.KS
KG이니시스,035600.KS
비엘팜텍,065170.KS
대호에이엘,069460.KS
대웅제약,069620.KS
플래스크,041590.KS
마니커,027740.KS
SNT홀딩스,036530.KS
티케이지휴켐스,069260.KS
새로닉스,042600.KS
SJG세종,033530.KS
오리엔트정공,065500.KS
에이전트AI,060900.KS
국보디자인,066620.KS
아이톡시,052770.KS
에스아이리소스,065420.KS
포니링크,064800.KS
포스코스틸리온,058430.KS
폴라리스AI,039980.KS
현대바이오,048410.KS
삼성출판사,068290.KS
세이브존I&C,067830.KS
에스피지,058610.KS
토탈소프트,045340.KS
교보증권,030610.KS
서호전기,065710.KS
파커스,065690.KS
한샘,009240.KS
HC홈센타,060560.KS
서울리거,043710.KS
아비코전자,036010.KS
큐렉소,060280.KS
제이케이시냅스,060230.KS
우원개발,046940.KS
티사이언티픽,057680.KS
인선이엔티,060150.KS
와이어블,065530.KS
SM Life Design,063440.KS
우신시스템,017370.KS
지어소프트,051160.KS
지엔코,065060.KS
셀루메드,049180.KS
KH바텍,060720.KS
알에프텍,061040.KS
에스폴리텍,050760.KS
이랜텍,054210.KS
ES큐브,050120.KS
케이피티유,054410.KS
3S,060310.KS
LG전자,066570.KS
화일약품,061250.KS
오상자이엘,053980.KS
콜마홀딩스,024720.KS
농우바이오,054050.KS
케이엘넷,039420.KS
SNT모티브,064960.KS
에스티아이,039440.KS
잉크테크,049550.KS
대한뉴팜,054670.KS
씨티씨바이오,060590.KS
인탑스,049070.KS
LS마린솔루션,060370.KS
피씨디렉트,051380.KS
광주신세계,037710.KS
구영테크,053270.KS
한국기업평가,034950.KS
뉴보텍,060260.KS
동양에스텍,060380.KS
백금T&A,046310.KS
고려신용정보,049720.KS
서울반도체,046890.KS
아가방컴퍼니,013990.KS
한주에이알티,058450.KS
미코,059090.KS
유신,054930.KS
프럼파스트,035200.KS
한국컴퓨터,054040.KS
대동스틸,048470.KS
링네트,042500.KS
크레오에스지,040350.KS
팬스타엔터프라이즈,054300.KS
한빛소프트,047080.KS
일진디스플,020760.KS
NHN KCP,060250.KS
CNT85,056730.KS
금강철강,053260.KS
스타코링크,060240.KS
동아화성,041930.KS
비츠로시스,054220.KS
오리엔탈정공,014940.KS
웰킵스하이텍,043590.KS
리노공업,058470.KS
성우테크론,045300.KS
에스에프에이,056190.KS
신화인터텍,056700.KS
엑사이엔씨,054940.KS
피에이치에이,043370.KS
종근당바이오,063160.KS
APS,054620.KS
코위버,056360.KS
성호전자,043260.KS
YW,051390.KS
삼영엠텍,054540.KS
이니텍,053350.KS
유진로봇,056080.KS
태웅,044490.KS
경남제약,053950.KS
삼보모터스,053700.KS
한컴위드,054920.KS
코미팜,041960.KS
프리엠스,053160.KS
코나아이,052400.KS
메디콕스,054180.KS
더테크놀로지,043090.KS
비트플래닛,049470.KS
지에스이,053050.KS
아이디스홀딩스,054800.KS
코데즈컴바인,047770.KS
안랩,053800.KS
신한지주,055550.KS
YTN,040300.KS
CMG제약,058820.KS
JYP Ent.,035900.KS
KCC건설,021320.KS
세동,053060.KS
프로텍,053610.KS
액토즈소프트,052790.KS
세코닉스,053450.KS
바이넥스,053030.KS
오성첨단소재,052420.KS
코웨이,021240.KS
태양,053620.KS
오션인더블유,052300.KS
유아이엘,049520.KS
대원미디어,048910.KS
중앙첨단소재,051980.KS
세아홀딩스,058650.KS
CJ프레시웨이,051500.KS
파인디앤씨,049120.KS
디지아이,043360.KS
코텍,052330.KS
한네트,052600.KS
에스티큐브,052020.KS
티에스넥스젠,043220.KS
큐로홀딩스,051780.KS
피노,033790.KS
나라엠앤디,051490.KS
에코바이오,038870.KS
에이텍,045660.KS
대아티아이,045390.KS
캠시스,050110.KS
현대바이오랜드,052260.KS
SFA반도체,036540.KS
LG생활건강,051900.KS
LG화학,051910.KS
대우건설,047040.KS
포스코인터내셔널,047050.KS
한화오션,042660.KS
삼표시멘트,038500.KS
진양화학,051630.KS
HLB이노베이션,024850.KS
SM C&C,048550.KS
승일,049830.KS
TPC,048770.KS
코메론,049430.KS
빌리언스,044480.KS
삼화네트웍스,046390.KS
성광벤드,014620.KS
유라테크,048430.KS
삼현철강,017480.KS
오픈베이스,049480.KS
라온시큐어,042510.KS
삼양케이씨아이,036670.KS
오로라,039830.KS
금화피에스시,036190.KS
코다코,046070.KS
인바디,041830.KS
고려제약,014570.KS
크린앤사이언스,045520.KS
KD,044180.KS
이글벳,044960.KS
아즈텍WB,032080.KS
두산에너빌리티,034020.KS
오리콤,010470.KS
위닉스,044340.KS
상지건설,042940.KS
한국내화,010040.KS
엔피케이,048830.KS
삼천당제약,000250.KS
에이치케이,044780.KS
정원엔시스,045510.KS
한양이엔지,045100.KS
누리플렉스,040160.KS
에쎈테크,043340.KS
국순당,043650.KS
엘컴텍,037950.KS
이오테크닉스,039030.KS
상상인,038540.KS
서울제약,018680.KS
HLB파나진,046210.KS
나노엔텍,039860.KS
오공,045060.KS
알파AI,043100.KS
비츠로테크,042370.KS
코아시아,045970.KS
정상제이엘에스,040420.KS
진양제약,007370.KS
KT지니뮤직,043610.KS
진성티이씨,036890.KS
현대에이치티,039010.KS
삼아제약,009300.KS
파루,043200.KS
에스씨디,042110.KS
한국정보공학,039740.KS
디오,039840.KS
네오위즈홀딩스,042420.KS
다산네트웍스,039560.KS
바이오스마트,038460.KS
우리기술,032820.KS
안국약품,001540.KS
세중,039310.KS
우리기술투자,041190.KS
케이바이오,038530.KS
HRS,036640.KS
에스에이엠티,031330.KS
위즈코프,038620.KS
이건홀딩스,039020.KS
파인디지털,038950.KS
나이스정보통신,036800.KS
SG&G,040610.KS
아이에이,038880.KS
에스넷,038680.KS
에스엠,041510.KS
아이티센엔텍,010280.KS
쎄니트,037760.KS
대성미생물,036480.KS
에코플라스틱,038110.KS
케이엠더블유,032500.KS
화성밸브,039610.KS
경남스틸,039240.KS
마크로젠,038290.KS
희림,037440.KS
레드캡투어,038390.KS
솔브레인홀딩스,036830.KS
에프에스티,036810.KS
코맥스,036690.KS
EG,037370.KS
감성코퍼레이션,036620.KS
성도이엔지,037350.KS
제일테크노스,038010.KS
한세예스24홀딩스,016450.KS
무림SP,001810.KS
세종텔레콤,036630.KS
심텍홀딩스,036710.KS
파세코,037070.KS
KZ정밀,036560.KS
SGC E&C,016250.KS
서희건설,035890.KS
주성엔지니어링,036930.KS
케이티알파,036030.KS
대성홀딩스,016710.KS
다우데이타,032190.KS
동진쎄미켐,005290.KS
